"","SalePrice","YearRemodAdd","RoofStyle","Exterior1st","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","HasBsmt","AvgBsmtScore","TotalBsmtSF","Heating","PctFinBsmt"
"245",205000,19,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,948,"GasA","0.733122362869198"
"246",241500,33,"Gable","Wd Sdng","BrkFace",102,"TA","TA","CBlock",1,2,1845,"GasA","0.503523035230352"
"247",137000,71,"Gable","Others","None",0,"TA","Fa","Others",1,1,1020,"GasA","0"
"248",140000,67,"Hip","Wd Sdng","None",0,"TA","TA","CBlock",1,1.2,1367,"GasA","0"
"249",180000,18,"Gable","VinylSd","BrkFace",101,"Gd","TA","PConc",1,1.4,840,"GasA","0"
"250",277000,15,"Gable","Wd Sdng","BrkCmn",472,"Gd","TA","CBlock",1,2.8,1444,"GasA","0.482686980609418"
"251",76500,55,"Gable","Wd Sdng","None",0,"TA","Po","CBlock",1,1.2,728,"GasA","0"
"252",235000,14,"Hip","VinylSd","Stone",481,"Gd","TA","PConc",1,2.4,1573,"GasA","1"
"253",173000,17,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,798,"GasA","0"
"254",158000,30,"Hip","HdBoard","BrkFace",108,"TA","TA","CBlock",1,3.4,1302,"GasA","0.65284178187404"
"255",145000,64,"Gable","MetalSd","None",0,"TA","Gd","CBlock",1,1.6,1314,"GasA","0.701674277016743"
"256",230000,22,"Gable","VinylSd","BrkFace",302,"Gd","TA","PConc",1,1.4,975,"GasA","0"
"257",207500,18,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.8,864,"GasA","0.582175925925926"
"258",220000,15,"Gable","VinylSd","Stone",180,"Gd","TA","PConc",1,1.4,1604,"GasA","0.831670822942643"
"259",231500,20,"Gable","VinylSd","BrkFace",172,"Gd","TA","PConc",1,1.4,963,"GasA","0.374870197300104"
"260",97000,65,"Gable","Others","None",0,"TA","TA","PConc",0,0,0,"GasA","0"
"261",176000,59,"Gable","Wd Sdng","BrkFace",399,"TA","TA","CBlock",1,3.4,1362,"GasA","1"
"262",276000,14,"Gable","CemntBd","Stone",270,"Gd","TA","PConc",1,1.6,1482,"GasA","0"
"263",151000,26,"Gable","HdBoard","BrkFace",46,"TA","TA","CBlock",1,3,506,"GasA","1"
"264",130000,20,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,2.2,926,"GasA","1"
"265",73000,17,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1,680,"GasA","0"
"266",175500,40,"Gable","MetalSd","BrkFace",210,"TA","Gd","CBlock",1,1.6,1422,"GasA","0.573839662447257"
"267",185000,24,"Gable","VinylSd","None",0,"TA","TA","PConc",1,2,802,"GasA","0.890274314214464"
"268",179500,24,"Gable","Wd Sdng","None",0,"TA","TA","PConc",1,1.4,720,"GasA","0.525"
"269",120500,66,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,2.4,740,"GasA","0.713513513513514"
"270",148000,45,"Hip","HdBoard","BrkFace",174,"TA","Gd","CBlock",1,2,1143,"GasA","0.657042869641295"
"271",266000,15,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.6,1095,"GasA","0"
"272",241500,16,"Others","Plywood","None",0,"TA","TA","CBlock",1,2.6,1385,"GasA","0.930685920577617"
"273",290000,14,"Gable","VinylSd","BrkFace",348,"Gd","TA","PConc",1,1.4,1152,"GasA","0.454861111111111"
"274",139000,33,"Hip","Wd Sdng","BrkCmn",183,"TA","TA","CBlock",1,1.8,1240,"GasA","1"
"275",124500,39,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,3,816,"GasA","0.669117647058823"
"276",205000,14,"Gable","Wd Sdng","None",0,"Gd","Gd","BrkTil",1,1.2,952,"OthrHeating","0"
"277",201000,18,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.6,1560,"GasA","0"
"278",141000,70,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,1.4,864,"GasA","0.138888888888889"
"279",415298,14,"Gable","CemntBd","BrkFace",315,"Ex","TA","PConc",1,2.6,2121,"GasA","0"
"280",192000,44,"Hip","Plywood","BrkFace",299,"TA","TA","CBlock",1,2,1160,"GasA","0.337931034482759"
"281",228500,32,"Gable","Plywood","BrkFace",340,"Gd","TA","CBlock",1,2,807,"GasA","0.521685254027262"
"282",185000,15,"Gable","VinylSd","Stone",68,"Gd","TA","PConc",1,1.4,1262,"GasA","0.717115689381933"
"283",207500,13,"Gable","VinylSd","Stone",166,"Gd","TA","PConc",1,1.4,1314,"GasA","0.687975646879756"
"284",244600,12,"Gable","VinylSd","Stone",72,"Gd","TA","PConc",1,1.4,1468,"GasA","0"
"285",179200,29,"Gable","Plywood","None",0,"Gd","TA","PConc",1,1.4,1575,"GasA","0.273015873015873"
"286",164700,14,"Gable","MetalSd","None",0,"Gd","TA","PConc",1,1.4,625,"GasA","0"
"287",159000,40,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,1.6,912,"GasA","0.657894736842105"
"288",88000,50,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,1.8,858,"GasA","0.715617715617716"
"289",122000,54,"Gable","MetalSd","BrkFace",31,"TA","Gd","CBlock",1,1.8,882,"GasA","0.510204081632653"
"290",153575,18,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.2,698,"GasA","0"
"291",233230,15,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,1079,"GasA","0"
"292",135900,21,"Gable","VinylSd","None",0,"TA","Fa","PConc",1,1.4,780,"GasA","0.269230769230769"
"293",131000,13,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,1.4,768,"GasA","0.380208333333333"
"294",235000,27,"Gable","Plywood","BrkFace",34,"TA","TA","CBlock",1,2,795,"GasA","1"
"295",167000,68,"Hip","HdBoard","Stone",238,"TA","TA","CBlock",1,1.2,1416,"GasA","0.907485875706215"
"296",142500,37,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,1.8,1003,"GasA","0.816550348953141"
"297",152000,71,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,1.8,910,"GasA","0.461538461538462"
"298",239000,23,"Hip","VinylSd","BrkFace",1600,"Gd","TA","PConc",1,2,975,"GasA","0.665641025641026"
"299",175000,53,"Others","HdBoard","BrkFace",365,"Gd","TA","CBlock",1,2.4,702,"GasA","0.796296296296296"
"300",158500,17,"Gable","HdBoard","None",0,"TA","Gd","CBlock",1,1.2,1092,"GasA","0"
"301",157000,68,"Hip","MetalSd","BrkFace",56,"TA","TA","CBlock",1,2,1165,"GasA","0.721888412017167"
"302",267000,22,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,1028,"GasA","0.273346303501945"
"303",205000,19,"Gable","VinylSd","BrkFace",150,"Gd","TA","PConc",1,1.4,1541,"GasA","0"
"304",149900,49,"Gable","VinylSd","None",0,"TA","TA","PConc",1,2,894,"GasA","1"
"305",295000,19,"Gable","CemntBd","None",0,"TA","TA","BrkTil",1,1.2,1470,"GasA","0"
"306",305900,16,"Gable","CemntBd","Stone",246,"Gd","TA","PConc",1,1.4,2000,"GasA","0.732"
"307",225000,30,"Gable","HdBoard","BrkFace",246,"Gd","TA","CBlock",1,2.2,700,"GasA","1"
"308",89500,71,"Gable","MetalSd","None",0,"TA","Fa","CBlock",1,1.2,319,"GasA","0"
"309",82500,71,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,1.8,861,"GasA","0.304297328687573"
"310",360000,17,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2.6,1896,"GasA","0.671940928270042"
"311",165600,27,"Gable","HdBoard","BrkFace",112,"TA","TA","PConc",1,2.2,697,"GasA","0.743185078909613"
"312",132000,19,"Gable","VinylSd","None",0,"TA","Gd","CBlock",1,2,972,"GasA","0.699588477366255"
"313",119900,71,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,2,793,"GasA","0.639344262295082"
"314",375000,56,"Hip","Others","None",0,"TA","TA","CBlock",1,3.6,2136,"OthrHeating","0.962546816479401"
"315",178000,31,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.6,728,"GasA","0.021978021978022"
"316",188500,16,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,716,"GasA","0.593575418994413"
"317",260000,41,"Gable","CemntBd","BrkFace",278,"Gd","TA","CBlock",1,1.4,845,"GasA","0.818934911242604"
"318",270000,15,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,1088,"GasA","0"
"319",260000,28,"Gable","HdBoard","BrkFace",256,"Gd","TA","PConc",1,2.4,1347,"GasA","0.732739420935412"
"320",187500,41,"Gable","Plywood","BrkFace",225,"TA","TA","CBlock",1,2,1372,"GasA","0.755102040816326"
"321",342643,15,"Gable","VinylSd","Stone",370,"TA","TA","PConc",1,2.4,1249,"GasA","0"
"322",354000,17,"Gable","VinylSd","BrkFace",388,"Gd","TA","PConc",1,2.2,1136,"GasA","0.85387323943662"
"323",301000,34,"Gable","Plywood","BrkFace",172,"Gd","TA","CBlock",1,3.2,1502,"GasA","1"
"324",126175,16,"Gable","VinylSd","None",0,"TA","Gd","CBlock",1,2,1162,"GasA","0.220309810671256"
"325",242000,14,"Others","Wd Sdng","BrkFace",300,"Gd","Gd","CBlock",1,1.4,710,"GasA","0"
"326",87000,71,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,2.4,720,"GasA","0.161111111111111"
"327",324000,28,"Gable","Others","None",0,"Gd","TA","PConc",1,2.4,1719,"GasA","0.941826643397324"
"328",145250,61,"Hip","Wd Sdng","BrkFace",175,"TA","TA","CBlock",1,1.6,1383,"GasA","0.408532176428055"
"329",214500,27,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.2,844,"GasA","0"
"330",78000,71,"Gable","Wd Sdng","None",0,"TA","TA","PConc",1,1.4,596,"GasA","0"
"331",119000,57,"Gable","HdBoard","BrkFace",84,"TA","TA","CBlock",1,1.6,1728,"GasA","0.175925925925926"
"332",139000,29,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,1.6,1056,"GasA","0.801136363636364"
"333",284000,17,"Gable","VinylSd","BrkFace",296,"Gd","TA","PConc",1,1.4,3206,"GasA","0.5"
"334",207000,17,"Gable","VinylSd","Stone",146,"Gd","TA","PConc",1,2,1358,"GasA","0.53019145802651"
"335",192000,23,"Gable","VinylSd","None",0,"TA","TA","PConc",1,2.4,943,"GasA","0.878048780487805"
"336",228950,56,"Gable","Plywood","None",0,"TA","TA","CBlock",1,3.6,1499,"GasA","0.931287525016678"
"337",377426,15,"Hip","VinylSd","Stone",200,"Gd","TA","PConc",1,2.6,1922,"GasA","0.649843912591051"
"338",214000,18,"Gable","VinylSd","BrkFace",113,"Gd","TA","PConc",1,2,1536,"GasA","0.52734375"
"339",202500,23,"Gable","Wd Sdng","None",0,"Gd","TA","CBlock",1,2.4,1208,"GasA","0.176324503311258"
"340",155000,23,"Hip","Wd Sdng","BrkFace",176,"TA","TA","CBlock",1,1.4,1215,"GasA","0.481481481481481"
"341",202900,19,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,967,"GasA","0"
"342",82000,71,"Gable","Wd Sdng","None",0,"Fa","Fa","CBlock",1,1,721,"GasA","0"
"343",87500,71,"Gable","Others","BrkFace",340,"TA","TA","Others",0,0,0,"OthrHeating","0"
"344",266000,16,"Hip","MetalSd","BrkFace",616,"Ex","TA","PConc",1,1.6,1684,"GasA","0.0166270783847981"
"345",85000,45,"Gable","CemntBd","None",0,"TA","TA","CBlock",1,2.4,536,"GasA","0.673507462686567"
"346",140200,71,"Gable","MetalSd","None",0,"TA","TA","BrkTil",1,1.2,972,"GasA","0"
"347",151500,23,"Hip","MetalSd","None",0,"TA","Gd","CBlock",1,2,958,"GasA","0.519832985386221"
"348",157500,61,"Gable","Wd Sdng","BrkFace",30,"TA","TA","CBlock",1,1.8,1478,"GasA","0.859269282814614"
"349",154000,17,"Gable","VinylSd","Stone",106,"Gd","TA","PConc",1,1.4,764,"GasA","0.75"
"350",437154,15,"Hip","CemntBd","BrkFace",870,"Ex","TA","PConc",1,1.6,1848,"GasA","0.762987012987013"
"351",318061,14,"Hip","MetalSd","BrkFace",362,"Ex","TA","PConc",1,1.6,1869,"GasA","0"
"352",190000,35,"Gable","Wd Sdng","None",0,"TA","TA","PConc",1,2.4,1453,"GasA","0.744666207845836"
"353",95000,71,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,1.8,616,"GasA","1"
"354",105900,18,"Gable","VinylSd","None",0,"TA","Gd","BrkTil",1,1.2,624,"GasA","0"
"355",140000,21,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,1.4,940,"GasA","0.412765957446808"
"356",177500,26,"Gable","VinylSd","None",0,"Gd","Gd","PConc",1,3,1200,"GasA","0.731666666666667"
"357",173000,29,"Gable","HdBoard","BrkFace",106,"TA","TA","PConc",1,1.4,1158,"GasA","0.483592400690846"
"358",134000,45,"Gable","CemntBd","None",0,"TA","TA","PConc",1,2.2,1142,"GasA","0.765323992994746"
"359",130000,63,"Hip","Wd Sdng","BrkFace",120,"TA","TA","CBlock",1,2.8,1062,"GasA","0.559322033898305"
"360",280000,23,"Gable","VinylSd","BrkFace",530,"Gd","TA","PConc",1,2,1086,"GasA","0.880294659300184"
"361",156000,43,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,2,888,"GasA","0.870495495495496"
"362",145000,39,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,1.6,883,"GasA","0.451868629671574"
"363",198500,18,"Gable","HdBoard","BrkFace",500,"Gd","TA","Others",0,0,0,"GasA","0"
"364",118000,14,"Gable","HdBoard","BrkFace",510,"TA","TA","CBlock",1,2,483,"GasA","0.335403726708075"
"365",190000,45,"Gable","HdBoard","BrkFace",120,"TA","TA","PConc",1,1.6,796,"GasA","0.894472361809045"
"366",147000,24,"Hip","VinylSd","None",0,"TA","Gd","CBlock",1,1.4,672,"GasA","0.678571428571429"
"367",159000,58,"Gable","Plywood","BrkFace",247,"TA","TA","CBlock",1,2,1394,"GasA","0.43687230989957"
"368",165000,59,"Gable","Plywood","BrkFace",305,"TA","TA","CBlock",1,2.4,1099,"GasA","0.337579617834395"
"369",132000,67,"Gable","HdBoard","BrkFace",200,"TA","TA","PConc",1,1.4,1268,"GasA","0.425867507886435"
"370",162000,15,"Gable","Wd Sdng","None",0,"TA","Gd","CBlock",1,2.4,1063,"GasA","0.310442144873001"
"371",172400,21,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,953,"GasA","0"
"372",134432,62,"Gable","Others","None",0,"TA","TA","CBlock",0,0,0,"GasA","0"
"373",125000,37,"Gable","Plywood","None",0,"TA","TA","CBlock",1,2.4,744,"GasA","1"
"374",123000,68,"Gable","MetalSd","None",0,"TA","TA","PConc",1,2,608,"GasA","1"
"375",219500,17,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,847,"GasA","0"
"376",61000,71,"Gable","Wd Sdng","None",0,"Fa","Fa","BrkTil",1,2.2,683,"GasA","0.512445095168375"
"377",148000,25,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,870,"GasA","0.342528735632184"
"378",340000,16,"Gable","CemntBd","None",0,"Gd","TA","PConc",1,1.4,1580,"GasA","0"
"379",394432,11,"Hip","VinylSd","Stone",350,"Gd","TA","PConc",1,2.2,1856,"GasA","0.778556034482759"
"380",179000,21,"Gable","VinylSd","BrkFace",16,"TA","TA","PConc",1,1.4,982,"GasA","0"
"381",127000,71,"Gable","Others","None",0,"TA","TA","BrkTil",1,1.4,1026,"GasA","0.212475633528265"
"382",187750,15,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.6,1293,"GasA","0"
"383",213500,15,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,939,"GasA","0"
"384",76000,71,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,0.8,784,"GasA","0"
"385",240000,29,"Gable","HdBoard","None",0,"Gd","TA","PConc",1,2,1580,"GasA","0.623417721518987"
"386",192000,16,"Gable","VinylSd","BrkFace",16,"Gd","TA","PConc",1,1.4,1256,"GasA","0.0191082802547771"
"387",81000,25,"Others","Wd Sdng","None",0,"TA","Fa","PConc",1,1.2,658,"GasA","0"
"388",125000,45,"Hip","MetalSd","BrkFace",255,"TA","TA","CBlock",1,2.6,1041,"GasA","0.606147934678194"
"389",191000,21,"Gable","VinylSd","BrkFace",125,"Gd","TA","PConc",1,1.4,1468,"GasA","0"
"390",426000,13,"Gable","VinylSd","Stone",272,"Ex","TA","PConc",1,2.2,1682,"GasA","0.760998810939358"
"391",119000,71,"Gable","MetalSd","None",0,"TA","TA","BrkTil",1,2.4,861,"GasA","0.734030197444832"
"392",215000,19,"Gable","VinylSd","None",0,"TA","TA","PConc",1,2.4,804,"GasA","0.858208955223881"
"393",106500,62,"Gable","MetalSd","None",0,"TA","TA","Others",0,0,0,"GasA","0"
"394",100000,71,"Gable","Others","None",0,"TA","TA","CBlock",1,1.6,788,"GasA","0.33756345177665"
"395",109000,71,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,1.2,735,"GasA","0"
"396",129000,65,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,2.4,1144,"GasA","0.645979020979021"
"397",123000,49,"Hip","MetalSd","None",0,"TA","TA","CBlock",1,2.2,894,"GasA","0.869127516778524"
"398",169500,59,"Gable","VinylSd","BrkFace",288,"TA","TA","CBlock",1,2,864,"GasA","0.625"
"399",67000,71,"Gable","MetalSd","None",0,"TA","Fa","BrkTil",1,0.6,961,"GasA","0"
"400",241000,14,"Gable","CemntBd","Stone",100,"Gd","TA","PConc",1,1.4,1092,"GasA","0.743589743589744"
"401",245500,25,"Gable","Others","None",0,"Gd","TA","PConc",1,1.4,1260,"GasA","0.623809523809524"
"402",164990,16,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,1310,"GasA","0.0183206106870229"
"403",108000,24,"Gable","Wd Sdng","None",0,"TA","TA","PConc",1,1.2,672,"GasA","0"
"404",258000,23,"Hip","VinylSd","BrkFace",650,"Gd","TA","PConc",1,1.4,1141,"GasA","0"
"405",168000,25,"Gable","MetalSd","None",0,"TA","TA","PConc",1,1.4,806,"GasA","0"
"406",150000,28,"Gable","Plywood","None",0,"TA","TA","CBlock",1,1.8,1281,"GasA","0.871194379391101"
"407",115000,71,"Gable","MetalSd","None",0,"TA","TA","BrkTil",1,1.2,1064,"GasA","0"
"408",177000,45,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.4,840,"GasA","0"
"409",280000,15,"Gable","VinylSd","BrkFace",350,"Gd","TA","PConc",1,1.8,1063,"GasA","0"
"410",339750,13,"Gable","VinylSd","Stone",100,"Gd","TA","PConc",1,1.6,1034,"GasA","0.763056092843327"
"411",60000,63,"Gable","Others","None",0,"TA","Fa","CBlock",1,1,1276,"GasA","0"
"412",145000,66,"Hip","Wd Sdng","None",0,"TA","TA","CBlock",1,1.8,1056,"GasA","1"
"413",222000,12,"Gable","MetalSd","Stone",432,"Ex","TA","PConc",1,2.2,1470,"GasA","0.393197278911565"
"414",115000,71,"Gable","Others","None",0,"TA","TA","CBlock",1,1.2,1008,"GasA","0"
"415",228000,28,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,1080,"GasA","0.537962962962963"
"416",181134,14,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,1340,"GasA","0.017910447761194"
"417",149500,43,"Hip","HdBoard","BrkFace",203,"TA","TA","CBlock",1,2,672,"GasA","0.311011904761905"
"418",239000,71,"Hip","Wd Sdng","None",0,"TA","TA","BrkTil",1,2,1370,"OthrHeating","0.823357664233577"
"419",126000,71,"Gable","MetalSd","None",0,"TA","TA","BrkTil",1,2,756,"GasA","0.412698412698413"
"420",142000,53,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,1.8,1056,"GasA","0.733901515151515"
"421",206300,23,"Gable","VinylSd","BrkFace",200,"TA","Gd","PConc",1,2.6,1344,"GasA","0.973958333333333"
"422",215000,21,"Gable","CemntBd","Stone",126,"Gd","TA","CBlock",1,2.2,1602,"GasA","0.777777777777778"
"423",113000,67,"Hip","HdBoard","None",0,"TA","TA","CBlock",1,1.2,988,"GasA","0"
"424",315000,23,"Gable","VinylSd","BrkFace",473,"Gd","TA","PConc",1,1.4,1470,"GasA","0.670748299319728"
"425",139000,65,"Gable","Wd Sdng","BrkFace",74,"TA","TA","CBlock",1,1.6,1196,"GasA","0.51505016722408"
"426",135000,29,"Gable","HdBoard","None",0,"TA","Gd","CBlock",1,1.2,651,"GasA","0"
"427",275000,32,"Gable","Wd Sdng","BrkFace",145,"Gd","TA","PConc",1,2.4,1518,"GasA","1"
"428",109008,64,"Hip","MetalSd","None",0,"TA","TA","CBlock",1,1.6,907,"GasA","0.317530319735391"
"429",195400,14,"Gable","VinylSd","BrkFace",108,"Gd","TA","PConc",1,1.4,1208,"GasA","0.549668874172185"
"430",175000,33,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,1.6,1392,"GasA","0.72198275862069"
"431",85400,50,"Gable","HdBoard","BrkFace",232,"TA","TA","CBlock",1,2,483,"GasA","0.801242236024845"
"432",79900,23,"Gable","MetalSd","None",0,"TA","TA","BrkTil",1,1.2,901,"GasA","0"
"433",122500,50,"Gable","HdBoard","BrkFace",376,"TA","TA","CBlock",1,2,765,"GasA","0.615686274509804"
"434",181000,23,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,926,"GasA","0"
"435",81000,49,"Gable","CemntBd","None",0,"TA","Gd","CBlock",1,2.8,630,"GasA","0.785714285714286"
"436",212000,25,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2.8,799,"GasA","0.912390488110138"
"437",116000,71,"Gable","Others","None",0,"TA","TA","BrkTil",1,1,648,"GasA","0"
"438",119000,17,"Gable","Wd Sdng","None",0,"Gd","TA","PConc",1,1.2,884,"GasA","0"
"439",90350,19,"Gable","Others","None",0,"TA","TA","PConc",1,1.4,440,"GasA","0.829545454545455"
"440",110000,21,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.2,684,"GasA","0"
"441",555000,13,"Hip","VinylSd","Stone",200,"Ex","TA","PConc",1,3.4,3094,"GasA","0.745313510019392"
"442",118000,66,"Gable","VinylSd","BrkFace",270,"TA","TA","CBlock",1,2,1440,"GasA","0.0923611111111111"
"443",162900,29,"Gable","MetalSd","None",0,"TA","TA","PConc",1,1.2,1078,"GasA","0"
"444",172500,14,"Gable","Others","BrkFace",72,"Gd","TA","PConc",1,2.2,1258,"GasA","0"
"445",210000,26,"Gable","VinylSd","None",0,"Gd","Gd","PConc",1,1.4,915,"GasA","0.701639344262295"
"446",127500,65,"Hip","Wd Sdng","None",0,"TA","TA","CBlock",1,1.2,1436,"GasA","0"
"447",190000,19,"Gable","Others","None",0,"Gd","TA","CBlock",1,2.4,1517,"GasA","0.632827949901121"
"448",199900,22,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,930,"GasA","0"
"449",119500,71,"Gable","MetalSd","None",0,"TA","TA","BrkTil",1,1.2,780,"GasA","0"
"450",120000,19,"Gable","MetalSd","None",0,"TA","Gd","CBlock",1,2,649,"GasA","0.510015408320493"
"451",110000,16,"Hip","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.2,813,"GasA","0"
"452",280000,46,"Gable","Plywood","None",0,"TA","TA","CBlock",1,3.2,1533,"GasA","0.427266797129811"
"453",204000,24,"Hip","VinylSd","BrkFace",42,"Gd","TA","PConc",1,2.4,872,"GasA","0.850917431192661"
"454",210000,13,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,768,"GasA","0"
"455",188000,45,"Gable","Plywood","None",0,"TA","TA","CBlock",1,2,1728,"GasA","0.929398148148148"
"456",175500,48,"Hip","HdBoard","BrkFace",320,"TA","TA","CBlock",1,2,1242,"GasA","0.737520128824477"
"457",98000,71,"Gable","Others","None",0,"TA","TA","BrkTil",1,1.2,624,"GasA","0"
"458",256000,27,"Others","Plywood","None",0,"TA","TA","CBlock",1,3,1364,"GasA","0.818181818181818"
"459",161000,25,"Hip","Others","None",0,"TA","Gd","PConc",1,1.2,588,"GasA","0"
"460",110000,71,"Gable","MetalSd","BrkCmn",161,"TA","TA","CBlock",1,1.4,709,"GasA","0.260930888575458"
"461",263435,12,"Gable","VinylSd","Stone",110,"Gd","TA","PConc",1,1.4,832,"GasA","0.653846153846154"
"462",155000,14,"Gable","Wd Sdng","None",0,"Gd","Gd","PConc",1,3,560,"GasA","1"
"463",62383,56,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,2.2,864,"GasA","1"
"464",188700,26,"Hip","Others","None",0,"TA","TA","CBlock",1,1.4,715,"GasA","0.455944055944056"
"465",124000,43,"Gable","HdBoard","BrkFace",136,"TA","TA","CBlock",1,1.8,1040,"GasA","0.592307692307692"
"466",178740,17,"Hip","VinylSd","BrkFace",18,"Gd","TA","PConc",1,1.4,1375,"GasA","0"
"467",167000,51,"Others","Plywood","None",0,"TA","Gd","CBlock",1,2.4,1277,"GasA","0.609240407204385"
"468",146500,26,"Gable","MetalSd","Stone",224,"TA","TA","CBlock",1,1.4,728,"GasA","0.53021978021978"
"469",250000,15,"Gable","VinylSd","Stone",248,"Gd","TA","PConc",1,1.4,1626,"GasA","0"
"470",187000,28,"Gable","HdBoard","BrkFace",120,"Gd","TA","PConc",1,1.4,832,"GasA","0.512019230769231"
"471",212000,36,"Gable","HdBoard","None",0,"Gd","TA","PConc",1,2.6,1488,"GasA","1"
"472",190000,44,"Others","Others","None",0,"TA","TA","CBlock",1,1.4,808,"GasA","0"
"473",148000,16,"Gable","VinylSd","BrkFace",80,"TA","TA","PConc",1,2.4,547,"GasA","0.839122486288848"
"474",440000,14,"Gable","VinylSd","BrkFace",304,"Gd","TA","PConc",1,2.6,1976,"GasA","0.683198380566802"
"475",251000,21,"Gable","CemntBd","None",0,"Gd","TA","PConc",1,2,1494,"GasA","0.80053547523427"
"476",132500,58,"Hip","HdBoard","None",0,"TA","TA","CBlock",1,1.2,970,"GasA","0.649484536082474"
"477",208900,23,"Gable","VinylSd","BrkFace",215,"TA","TA","PConc",1,2.4,1478,"GasA","0.672530446549391"
"478",380000,15,"Hip","VinylSd","BrkFace",772,"Ex","TA","PConc",1,2,2153,"GasA","0"
"479",297000,13,"Hip","VinylSd","Stone",336,"Gd","TA","PConc",1,2.6,1705,"GasA","0.755425219941349"
"480",89471,21,"Hip","Others","BrkCmn",435,"TA","TA","BrkTil",1,1.4,907,"GasA","0.185226019845645"
"481",326000,16,"Hip","VinylSd","BrkFace",378,"Gd","TA","PConc",1,2.6,1833,"GasA","0.687943262411348"
"482",374000,17,"Hip","VinylSd","BrkFace",562,"Gd","TA","PConc",1,2.6,1792,"GasA","0.874441964285714"
"483",155000,16,"Gable","Others","None",0,"Gd","TA","PConc",1,2,910,"GasA","0.328571428571429"
"484",164000,23,"Hip","VinylSd","BrkFace",116,"TA","TA","PConc",1,1.6,1216,"GasA","0.737664473684211"
"485",132500,20,"Gable","HdBoard","None",0,"TA","Gd","CBlock",1,2,999,"GasA","0.588588588588589"
"486",147000,14,"Gable","MetalSd","None",0,"Gd","TA","CBlock",1,2,1113,"GasA","0.545372866127583"
"487",156000,56,"Hip","MetalSd","BrkFace",168,"TA","TA","CBlock",1,2,1073,"GasA","0.779123951537745"
"488",175000,50,"Gable","Plywood","None",0,"TA","TA","CBlock",1,2.8,1484,"GasA","0.672506738544474"
"489",160000,51,"Gable","Wd Sdng","None",0,"TA","Fa","CBlock",1,1.6,954,"GasA","0.69601677148847"
"490",86000,19,"Gable","CemntBd","None",0,"TA","Gd","CBlock",1,2,630,"GasA","0.817460317460317"
